gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;tenure_group;avg_charge_per_tenure;high_value_flag;service_density;y_true;y_prob;y_pred;Prediction_Type;Risk_Level;Estimated_Cost
Female;0;Yes;Yes;29;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);87,80;2621,75;25-60;90,41;0;2;0;0,77;1;FP;High;100
Male;0;No;No;6;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);78,65;483,30;0-6;80,55;0;5;0;0,59;1;FP;Moderate;100
Male;0;Yes;Yes;58;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Credit card (automatic);94,70;5430,35;25-60;93,63;1;3;0;0,44;0;TN;Low;0
Female;0;No;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,50;1215,10;61-72;19,29;0;0;0;0,04;0;TN;Low;0
Male;0;Yes;Yes;71;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);70,85;4973,40;61-72;70,05;0;4;0;0,09;0;TN;Low;0
Male;0;No;No;56;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);81,80;4534,45;25-60;80,97;0;5;0;0,19;0;TN;Low;0
Female;0;No;No;8;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;84,95;668,40;7-12;83,55;0;2;1;0,77;1;TP;High;0
Male;0;Yes;Yes;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,40;1620,20;61-72;23,83;0;0;0;0,03;0;TN;Low;0
Female;0;Yes;Yes;23;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;57,75;1282,85;13-24;55,78;0;3;0;0,25;0;TN;Low;0
Female;0;No;No;45;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;87,25;3941,70;25-60;87,59;0;2;1;0,72;1;TP;Moderate;0
Male;0;Yes;No;67;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);100,90;6733,15;61-72;100,49;1;4;0;0,46;0;TN;Low;0
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,75;20,75;0-6;20,75;0;0;0;0,63;1;FP;Moderate;100
Female;0;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);102,70;5138,10;25-60;98,81;1;4;0;0,66;1;FP;Moderate;100
Male;0;Yes;Yes;41;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);60,30;2511,30;25-60;61,25;0;3;0;0,27;0;TN;Low;0
Male;1;No;No;24;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,10;1712,70;13-24;71,36;0;0;1;0,89;1;TP;High;0
Male;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);114,75;7842,30;61-72;112,03;1;6;0;0,25;0;TN;Low;0
Female;0;Yes;No;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,25;1733,15;61-72;25,87;0;0;0;0,04;0;TN;Low;0
Female;1;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;One year;No;Electronic check;69,20;4982,50;61-72;70,18;0;3;0;0,31;0;TN;Low;0
Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,95;1801,90;61-72;25,38;0;0;0;0,04;0;TN;Low;0
Male;1;Yes;No;71;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);71,00;5012,10;61-72;70,59;0;4;0;0,24;0;TN;Low;0
Male;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,80;4872,45;25-60;99,44;1;3;1;0,88;1;TP;High;0
Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,75;50,75;0-6;50,75;0;1;0;0,75;1;FP;Moderate;100
Male;0;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;91,80;5960,50;61-72;93,13;1;3;0;0,59;1;FP;Moderate;100
Male;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94,65;2104,55;13-24;95,66;0;2;1;0,80;1;TP;High;0
Female;0;No;No;31;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;87,60;2724,25;25-60;87,88;0;3;0;0,62;1;FP;Moderate;100
Male;0;Yes;Yes;72;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);68,40;4855,35;61-72;67,44;0;4;0;0,09;0;TN;Low;0
Male;0;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);115,80;7942,15;61-72;120,34;1;6;0;0,48;0;TN;Low;0
Female;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,05;85,05;0-6;85,05;0;1;1;0,95;1;TP;High;0
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,50;19,50;0-6;19,50;0;0;0;0,66;1;FP;Moderate;100
Male;1;Yes;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);71,55;2427,35;25-60;71,39;0;0;0;0,74;1;FP;Moderate;100
Male;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,65;181,50;0-6;90,75;0;1;1;0,95;1;TP;High;0
Male;0;Yes;Yes;71;Yes;Yes;DSL;Yes;No;No;No;Yes;No;One year;Yes;Electronic check;66,20;4692,55;61-72;66,09;0;2;0;0,32;0;TN;Low;0
Female;0;Yes;No;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,35;1319,95;61-72;20,31;0;0;0;0,05;0;TN;Low;0
Female;0;Yes;Yes;26;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;60,05;1616,15;25-60;62,16;0;2;1;0,52;1;TP;Moderate;0
Female;0;No;No;16;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);63,05;1067,05;13-24;66,69;0;1;0;0,72;1;FP;Moderate;100
Female;0;No;Yes;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;25,10;1070,15;25-60;24,89;0;0;0;0,08;0;TN;Low;0
Female;0;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,50;632,20;7-12;79,03;0;0;0;0,92;1;FP;High;100
Female;0;Yes;Yes;63;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;63,55;4014,20;61-72;63,72;0;4;0;0,09;0;TN;Low;0
Male;1;Yes;No;59;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;50,25;2997,45;25-60;50,80;0;3;0;0,74;1;FP;Moderate;100
Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;20,05;0-6;20,05;0;0;0;0,60;1;FP;Moderate;100
Female;0;No;No;45;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);89,30;4016,85;25-60;89,26;0;2;1;0,76;1;TP;High;0
Male;0;No;Yes;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,35;122,00;0-6;24,40;0;0;0;0,50;0;TN;Low;0
Female;0;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);20,85;435,25;13-24;20,73;0;0;0;0,07;0;TN;Low;0
Female;0;No;No;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,60;1441,65;61-72;21,20;0;0;0;0,05;0;TN;Low;0
Female;0;No;No;40;Yes;No;DSL;No;No;Yes;No;No;No;One year;Yes;Mailed check;50,25;2023,55;25-60;50,59;0;1;0;0,40;0;TN;Low;0
Female;0;Yes;No;22;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);80,00;1706,45;13-24;77,57;0;1;0;0,80;1;FP;High;100
Male;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,40;229,55;0-6;76,52;0;0;1;0,95;1;TP;High;0
Female;0;No;Yes;15;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);69,00;994,80;13-24;66,32;0;0;1;0,79;1;TP;High;0
Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;85,20;602,55;7-12;86,08;0;1;1;0,86;1;TP;High;0
Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,85;19,85;0-6;19,85;0;0;0;0,59;1;FP;Moderate;100
Male;0;No;No;9;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24,95;190,25;7-12;21,14;0;0;0;0,84;1;FP;High;100
Male;0;No;No;12;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);81,70;858,60;7-12;71,55;0;2;1;0,68;1;TP;Moderate;0
Male;0;No;No;34;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;105,35;3540,65;25-60;104,14;1;4;0;0,75;1;FP;Moderate;100
Female;0;No;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);21,05;531,55;13-24;22,15;0;0;0;0,12;0;TN;Low;0
Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,95;19,95;0-6;19,95;0;0;1;0,56;1;TP;Moderate;0
Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);107,45;7658,30;61-72;106,37;1;5;0;0,21;0;TN;Low;0
Male;0;No;No;1;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;55,05;55,05;0-6;55,05;0;2;0;0,70;1;FP;Moderate;100
Female;0;Yes;Yes;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);33,15;444,75;7-12;37,06;0;2;0;0,25;0;TN;Low;0
Female;0;Yes;Yes;2;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;65,70;134,35;0-6;67,17;0;2;1;0,82;1;TP;High;0
Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;74,30;74,30;0-6;74,30;0;1;0;0,76;1;FP;High;100
Male;0;No;No;3;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;36,85;108,70;0-6;36,23;0;2;1;0,71;1;TP;Moderate;0
Male;0;Yes;No;56;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;89,70;4952,95;25-60;88,45;0;2;0;0,75;1;FP;Moderate;100
Female;0;No;No;14;Yes;Yes;DSL;No;Yes;No;No;No;No;One year;Yes;Mailed check;54,25;773,20;13-24;55,23;0;1;0;0,50;0;TN;Low;0
Female;0;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);109,10;6393,65;25-60;110,24;1;5;0;0,37;0;TN;Low;0
Female;0;No;No;7;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);70,75;450,80;7-12;64,40;0;3;1;0,58;1;TP;Moderate;0
Male;0;Yes;Yes;68;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Two year;No;Credit card (automatic);70,80;4859,95;61-72;71,47;0;3;0;0,15;0;TN;Low;0
Female;0;Yes;Yes;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,45;1534,05;25-60;26,00;0;0;0;0,05;0;TN;Low;0
Male;0;Yes;No;22;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,60;2180,55;13-24;99,12;0;5;0;0,70;1;FP;Moderate;100
Female;0;Yes;Yes;62;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);70,75;4263,45;61-72;68,77;0;4;0;0,22;0;TN;Low;0
Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,95;137,95;0-6;68,97;0;0;1;0,95;1;TP;High;0
Female;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);50,55;244,75;0-6;48,95;0;1;0;0,82;1;FP;High;100
Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,70;50,70;0-6;50,70;0;1;0;0,75;1;FP;Moderate;100
Male;0;No;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,35;324,80;13-24;23,20;0;0;0;0,16;0;TN;Low;0
Male;0;Yes;No;51;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);30,05;1529,45;25-60;29,99;0;1;0;0,62;1;FP;Moderate;100
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,95;19,95;0-6;19,95;0;0;1;0,62;1;TP;Moderate;0
Female;0;No;No;10;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;No;Mailed check;64,90;685,55;7-12;68,55;0;3;0;0,43;0;TN;Low;0
Female;0;No;No;7;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;53,65;404,35;7-12;57,76;0;1;0;0,72;1;FP;Moderate;100
Female;0;Yes;Yes;59;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;65,50;3801,30;25-60;64,43;0;3;0;0,21;0;TN;Low;0
Male;0;Yes;Yes;3;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;56,15;168,15;0-6;56,05;0;2;1;0,80;1;TP;High;0
Female;0;Yes;Yes;69;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;One year;No;Bank transfer (automatic);84,45;5848,60;61-72;84,76;0;2;0;0,30;0;TN;Low;0
Female;0;No;Yes;1;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;60,00;60,00;0-6;60,00;0;3;1;0,63;1;TP;Moderate;0
Female;0;No;No;12;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;One year;Yes;Credit card (automatic);85,15;979,05;7-12;81,59;0;2;0;0,41;0;TN;Low;0
Male;0;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,50;597,90;7-12;66,43;0;0;0;0,91;1;FP;High;100
Female;0;No;No;72;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);107,50;7853,70;61-72;109,08;1;4;0;0,38;0;TN;Low;0
Female;0;No;No;63;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,20;1618,20;61-72;25,69;0;0;0;0,05;0;TN;Low;0
Female;0;Yes;No;34;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);60,85;2003,60;25-60;58,93;0;2;0;0,42;0;TN;Low;0
Male;1;No;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);71,30;1389,20;13-24;69,46;0;0;1;0,78;1;TP;High;0
Male;1;Yes;No;41;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);83,75;3273,55;25-60;79,84;0;2;1;0,63;1;TP;Moderate;0
Female;0;No;No;29;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;78,90;2384,15;25-60;82,21;0;1;1;0,88;1;TP;High;0
Male;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;79,85;152,45;0-6;76,22;0;2;1;0,81;1;TP;High;0
Male;0;No;No;55;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Electronic check;64,20;3627,30;25-60;65,95;0;3;0;0,42;0;TN;Low;0
Female;0;Yes;No;33;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Mailed check;51,45;1758,90;25-60;53,30;0;1;0;0,33;0;TN;Low;0
Male;0;Yes;Yes;18;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;87,90;1500,50;13-24;83,36;0;3;0;0,68;1;FP;Moderate;100
Female;1;Yes;No;26;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;60,70;1597,40;25-60;61,44;0;2;0;0,41;0;TN;Low;0
Female;0;No;Yes;50;Yes;No;Fiber optic;No;No;No;No;No;No;Two year;No;Credit card (automatic);70,35;3533,60;25-60;70,67;0;0;0;0,30;0;TN;Low;0
Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114,10;8086,40;61-72;112,31;1;6;0;0,22;0;TN;Low;0
Female;0;No;No;29;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);25,10;712,85;25-60;24,58;0;0;1;0,66;1;TP;Moderate;0
Male;0;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;109,55;6118,95;25-60;113,31;1;5;0;0,68;1;FP;Moderate;100
Male;1;No;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,20;102,50;0-6;25,62;0;0;1;0,86;1;TP;High;0
Female;0;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;79,25;1111,65;13-24;85,51;0;2;1;0,90;1;TP;High;0
Female;0;No;No;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,85;1128,10;25-60;18,80;0;0;0;0,06;0;TN;Low;0
Female;1;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81,00;371,65;0-6;74,33;0;1;1;0,93;1;TP;High;0
Female;0;Yes;Yes;5;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;24,30;132,25;0-6;26,45;0;0;0;0,52;1;FP;Moderate;100
Female;0;Yes;Yes;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,85;1158,85;25-60;19,98;0;0;0;0,05;0;TN;Low;0
Female;0;Yes;Yes;23;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,60;514,75;13-24;22,38;0;0;0;0,05;0;TN;Low;0
Female;0;Yes;No;42;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);85,90;3729,75;25-60;88,80;0;2;0;0,63;1;FP;Moderate;100
Male;0;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,65;436,90;13-24;19,00;0;0;0;0,09;0;TN;Low;0
Female;0;Yes;Yes;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,30;134,50;0-6;44,83;0;0;1;0,84;1;TP;High;0
Male;1;No;No;55;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,80;5617,75;25-60;102,14;1;3;1;0,71;1;TP;Moderate;0
Female;0;No;Yes;18;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;No;Electronic check;64,80;1166,70;13-24;64,82;0;2;0;0,67;1;FP;Moderate;100
Female;0;Yes;Yes;43;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);75,20;3254,35;25-60;75,68;0;4;0;0,17;0;TN;Low;0
Female;1;No;No;7;Yes;No;DSL;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;64,95;493,65;7-12;70,52;0;3;0;0,78;1;FP;High;100
Male;0;No;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,15;432,50;13-24;19,66;0;0;0;0,34;0;TN;Low;0
Male;0;Yes;No;36;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,60;3366,05;25-60;93,50;1;3;0;0,75;1;FP;Moderate;100
Female;0;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Mailed check;85,30;420,45;0-6;84,09;0;2;0;0,89;1;FP;High;100
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,65;19,65;0-6;19,65;0;0;0;0,65;1;FP;Moderate;100
Female;0;No;No;3;Yes;No;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;69,95;220,45;0-6;73,48;0;3;0;0,62;1;FP;Moderate;100
Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,30;45,30;0-6;45,30;0;0;0;0,88;1;FP;High;100
Female;0;No;Yes;70;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Electronic check;66,00;4891,50;61-72;69,88;0;3;0;0,13;0;TN;Low;0
Female;0;No;No;6;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);45,00;298,70;0-6;49,78;0;2;0;0,85;1;FP;High;100
Female;0;No;Yes;18;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35,00;553,00;13-24;30,72;0;1;1;0,80;1;TP;High;0
Male;0;Yes;No;59;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);66,40;3958,20;25-60;67,09;0;4;0;0,28;0;TN;Low;0
Female;0;Yes;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,85;1379,60;61-72;19,43;0;0;0;0,04;0;TN;Low;0
Male;0;Yes;No;47;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);95,20;4563,00;25-60;97,09;1;2;0;0,58;1;FP;Moderate;100
Female;0;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79,55;723,40;7-12;80,38;0;1;1;0,92;1;TP;High;0
Female;0;Yes;Yes;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,80;1203,90;13-24;85,99;0;1;0;0,91;1;FP;High;100
Male;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,95;862,40;25-60;18,75;0;0;0;0,03;0;TN;Low;0
Female;0;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;86,50;582,50;7-12;83,21;0;1;1;0,92;1;TP;High;0
Male;0;No;No;2;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);50,20;109,25;0-6;54,62;0;1;0;0,72;1;FP;Moderate;100
Female;0;Yes;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,35;41,85;0-6;20,93;0;0;0;0,60;1;FP;Moderate;100
Female;0;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);21,10;490,65;13-24;20,44;0;0;0;0,05;0;TN;Low;0
Male;0;No;No;26;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,45;1233,15;25-60;47,43;0;0;0;0,74;1;FP;Moderate;100
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,55;19,55;0-6;19,55;0;0;1;0,66;1;TP;Moderate;0
Female;0;Yes;No;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,00;1584,80;61-72;24,76;0;0;0;0,03;0;TN;Low;0
Male;0;No;No;12;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;53,75;648,65;7-12;54,05;0;2;0;0,56;1;FP;Moderate;100
Male;0;No;No;11;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,20;760,05;7-12;69,10;0;0;0;0,89;1;FP;High;100
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);105,25;7609,75;61-72;105,69;1;4;0;0,30;0;TN;Low;0
Male;0;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);79,65;251,75;0-6;83,92;0;1;1;0,77;1;TP;High;0
Male;1;Yes;No;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,35;847,25;25-60;19,26;0;0;0;0,06;0;TN;Low;0
Male;1;Yes;No;6;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,75;573,75;0-6;95,62;0;3;1;0,94;1;TP;High;0
